accession	uniprot_optimized	cspa_optimized	gene_symbol	hgnc_id	hgnc_symbol	ncbi_gene_id	ensembl_gene	uniprot_surface_flag	go_surface_flag	surfy_surface_flag	cspa_surface_flag	hpa_surface_flag	n_sources_surface	n_sources_optimized
O00451	1	1	GFRA2	HGNC:4244	GFRA2	2675	ENSG00000168546	0	1	1	1	1	4	5
O00468	1	1	AGRN	HGNC:329	AGRN	375790	ENSG00000188157	0	0	0	1	1	2	3
O00476	1	0	SLC17A3	HGNC:10931	SLC17A3	10786	ENSG00000124564	0	1	0	0	0	1	2
O00478	1	1	BTN3A3	HGNC:1140	BTN3A3	10384	ENSG00000111801	1	1	1	1	1	5	5
O00481	1	0	BTN3A1	HGNC:1138	BTN3A1	11119	ENSG00000026950	1	1	1	0	0	3	3
O00501	1	0	CLDN5	HGNC:2047	CLDN5	7122	ENSG00000184113	1	1	0	0	0	2	2
O00526	1	0	UPK2	HGNC:12579	UPK2	7379	ENSG00000110375	0	1	1	0	0	2	3
O00533	1	1	CHL1	HGNC:1939	CHL1	10752	ENSG00000134121	1	0	1	1	0	3	3
O00548	1	0	DLL1	HGNC:2908	DLL1	28514	ENSG00000198719	1	1	1	0	1	4	4
O00555	1	0	CACNA1A	HGNC:1388	CACNA1A	773	ENSG00000141837	1	1	0	0	0	2	2
O00559	1	0	EBAG9	HGNC:3123	EBAG9	9166	ENSG00000147654	1	0	0	0	0	1	1
O00574	1	0	CXCR6	HGNC:16647	CXCR6	10663	ENSG00000172215	1	1	1	0	0	3	3
O00590	1	0	ACKR2	HGNC:1565	ACKR2	1238	ENSG00000144648	1	1	1	0	0	3	3
O00591	1	0	GABRP	HGNC:4089	GABRP	2568	ENSG00000094755	1	0	1	0	0	2	2
O00592	1	1	PODXL	HGNC:9171	PODXL	5420	ENSG00000128567	1	1	1	1	1	5	5
O00602	1	0	FCN1	HGNC:3623	FCN1	2219	ENSG00000085265	1	1	0	0	0	2	2
O00624	1	0	SLC17A2	HGNC:10930	SLC17A2	10246	ENSG00000112337	1	1	0	0	0	2	2
O00634	0	1	NTN3	HGNC:8030	NTN3	4917	ENSG00000162068	0	0	0	1	0	1	1
O14493	1	0	CLDN4	HGNC:2046	CLDN4	1364	ENSG00000189143	1	0	1	0	1	3	3
O14494	1	1	PLPP1	HGNC:9228	PLPP1	8611	ENSG00000067113	1	1	1	1	1	5	5
O14495	1	1	PLPP3	HGNC:9229	PLPP3	8613	ENSG00000162407	1	1	1	1	0	4	4
O14498	0	1	ISLR	HGNC:6133	ISLR	3671	ENSG00000129009	0	0	0	1	1	2	2
O14511	1	0	NRG2	HGNC:7998	NRG2	9542	ENSG00000158458	1	0	1	0	0	2	2
O14514	1	0	ADGRB1	HGNC:943	ADGRB1	575	ENSG00000181790	1	1	1	0	0	3	3
O14520	1	0	AQP7	HGNC:640	AQP7	364	ENSG00000165269	1	1	0	0	0	2	2
O14522	1	0	PTPRT	HGNC:9682	PTPRT	11122	ENSG00000196090	1	1	1	0	0	3	3
O14523	1	0	C2CD2L	HGNC:29000	C2CD2L	9854	ENSG00000172375	0	1	0	0	1	2	3
O14525	1	0	ASTN1	HGNC:773	ASTN1	460	ENSG00000152092	1	0	1	0	0	2	2
O14581	1	0	OR7A17	HGNC:8363	OR7A17	26333	ENSG00000185385	1	0	1	0	0	2	2
O14626	1	0	GPR171	HGNC:30057	GPR171	29909	ENSG00000174946	1	0	1	0	1	3	3
O14638	1	1	ENPP3	HGNC:3358	ENPP3	5169	ENSG00000154269	1	1	0	1	0	3	3
O14649	1	0	KCNK3	HGNC:6278	KCNK3	3777	ENSG00000171303	0	0	0	0	0	0	1
O14668	1	0	PRRG1	HGNC:9469	PRRG1	5638	ENSG00000130962	1	0	0	0	1	2	2
O14669	1	0	PRRG2	HGNC:9470	PRRG2	5639	ENSG00000126460	1	0	0	0	0	1	1
O14672	1	1	ADAM10	HGNC:188	ADAM10	102	ENSG00000137845	1	1	1	1	1	5	5
O14683	1	0	TP53I11	HGNC:16842	TP53I11	9537	ENSG00000175274	1	0	0	0	0	1	1
O14718	1	0	RRH	HGNC:10450	RRH	10692	ENSG00000180245	1	0	1	0	0	2	2
O14735	1	0	CDIPT	HGNC:1769	CDIPT	10423	ENSG00000103502	0	0	0	0	1	1	2
O14745	1	0	NHERF1	HGNC:11075	NHERF1	9368	ENSG00000109062	1	1	0	0	1	3	3
O14763	1	0	TNFRSF10B	HGNC:11905	TNFRSF10B	8795	ENSG00000120889	1	1	0	0	0	2	2
O14764	1	0	GABRD	HGNC:4084	GABRD	2563	ENSG00000187730	1	0	1	0	0	2	2
O14786	1	1	NRP1	HGNC:8004	NRP1	8829	ENSG00000099250	1	0	1	1	0	3	3
O14788	1	0	TNFSF11	HGNC:11926	TNFSF11	8600	ENSG00000120659	1	0	1	0	0	2	2
O14798	1	0	TNFRSF10C	HGNC:11906	TNFRSF10C	8794	ENSG00000173535	0	1	1	0	0	2	3
O14804	1	0	TAAR5	HGNC:30236	TAAR5	9038	ENSG00000135569	1	0	1	0	0	2	2
O14817	1	0	TSPAN4	HGNC:11859	TSPAN4	7106	ENSG00000214063	1	0	1	1	0	3	2
O14836	1	0	TNFRSF13B	HGNC:18153	TNFRSF13B	23495	ENSG00000240505	1	0	1	1	0	3	2
O14842	1	0	FFAR1	HGNC:4498	FFAR1	2864	ENSG00000126266	1	0	1	0	1	3	3
O14843	1	0	FFAR3	HGNC:4499	FFAR3	2865	ENSG00000185897	1	0	1	0	0	2	2
O14894	1	0	TM4SF5	HGNC:11857	TM4SF5	9032	ENSG00000142484	1	0	1	0	0	2	2
O14910	1	0	LIN7A	HGNC:17787	LIN7A	8825	ENSG00000111052	1	1	0	0	0	2	2
O14917	1	1	PCDH17	HGNC:14267	PCDH17	27253	ENSG00000118946	1	0	1	1	1	4	4
O14931	1	1	NCR3	HGNC:19077	NCR3	259197	ENSG00000204475	1	0	1	1	0	3	3
O14944	1	0	EREG	HGNC:3443	EREG	2069	ENSG00000124882	1	0	1	0	0	2	2
O14965	1	0	AURKA	HGNC:11393	AURKA	6790	ENSG00000087586	1	1	0	0	0	2	2
O14975	1	0	SLC27A2	HGNC:10996	SLC27A2	11001	ENSG00000140284	0	0	0	0	0	0	1
O15031	1	1	PLXNB2	HGNC:9104	PLXNB2	23654	ENSG00000196576	1	1	1	1	0	4	4
O15118	0	1	NPC1	HGNC:7897	NPC1	4864	ENSG00000141458	0	0	1	1	0	2	2
O15146	1	0	MUSK	HGNC:7525	MUSK	4593	ENSG00000030304	1	1	1	0	0	3	3
O15162	1	0	PLSCR1	HGNC:9092	PLSCR1	5359	ENSG00000188313	1	0	0	0	1	2	2
O15197	1	0	EPHB6	HGNC:3396	EPHB6	2051	ENSG00000106123	1	0	1	0	0	2	2
O15218	1	0	ACKR5	HGNC:13708	ACKR5	11318	ENSG00000166856	1	0	1	0	0	2	2
O15230	0	1	LAMA5	HGNC:6485	LAMA5	3911	ENSG00000130702	0	0	0	1	0	1	1
O15244	1	0	SLC22A2	HGNC:10966	SLC22A2	6582	ENSG00000112499	1	1	1	0	0	3	3
O15245	1	0	SLC22A1	HGNC:10963	SLC22A1	6580	ENSG00000175003	1	1	1	0	0	3	3
O15303	1	0	GRM6	HGNC:4598	GRM6	2916	ENSG00000113262	1	0	1	0	0	2	2
O15321	0	1	TM9SF1	HGNC:11864	TM9SF1	10548	ENSG00000100926	0	0	1	1	0	2	2
O15354	1	0	GPR37	HGNC:4494	GPR37	2861	ENSG00000170775	1	1	1	0	0	3	3
O15374	1	0	SLC16A4	HGNC:10925	SLC16A4	9122	ENSG00000168679	1	0	1	0	0	2	2
O15375	1	0	SLC16A5	HGNC:10926	SLC16A5	9121	ENSG00000170190	1	1	1	0	0	3	3
O15389	1	1	SIGLEC5	HGNC:10874	SIGLEC5	8778	ENSG00000105501	1	0	1	1	0	3	3
O15393	1	0	TMPRSS2	HGNC:11876	TMPRSS2	7113	ENSG00000184012	1	0	0	0	1	2	2
O15394	1	1	NCAM2	HGNC:7657	NCAM2	4685	ENSG00000154654	1	0	1	1	1	4	4
O15399	1	0	GRIN2D	HGNC:4588	GRIN2D	2906	ENSG00000105464	1	1	1	0	0	3	3
O15403	1	0	SLC16A6	HGNC:10927	SLC16A6	9120	ENSG00000108932	1	1	1	0	0	3	3
O15427	1	0	SLC16A3	HGNC:10924	SLC16A3	9123	ENSG00000141526	1	1	0	0	1	3	3
O15431	1	0	SLC31A1	HGNC:11016	SLC31A1	1317	ENSG00000136868	1	1	1	0	0	3	3
O15432	1	0	SLC31A2	HGNC:11017	SLC31A2	1318	ENSG00000136867	1	0	0	0	1	2	2
O15438	1	0	ABCC3	HGNC:54	ABCC3	8714	ENSG00000108846	1	1	1	0	1	4	4
O15439	1	0	ABCC4	HGNC:55	ABCC4	10257	ENSG00000125257	1	1	1	1	1	5	4
O15440	1	0	ABCC5	HGNC:56	ABCC5	10057	ENSG00000114770	1	1	1	1	1	5	4
O15455	0	1	TLR3	HGNC:11849	TLR3	7098	ENSG00000164342	0	0	1	1	0	2	2
O15529	1	0	GPR42	HGNC:4500	GPR42	2866	ENSG00000126251	1	0	1	0	0	2	2
O15537	1	0	RS1	HGNC:10457	RS1	6247	ENSG00000102104	0	1	0	0	0	1	2
O15547	1	0	P2RX6	HGNC:8538	P2RX6	9127	ENSG00000099957	1	0	1	0	0	2	2
O15551	1	0	CLDN3	HGNC:2045	CLDN3	1365	ENSG00000165215	1	0	1	0	1	3	3
O15552	1	0	FFAR2	HGNC:4501	FFAR2	2867	ENSG00000126262	1	0	1	0	0	2	2
O15554	1	0	KCNN4	HGNC:6293	KCNN4	3783	ENSG00000104783	0	1	0	0	1	2	3
O42043	1	0						0	0	1	0	0	1	2
O43155	1	1	FLRT2	HGNC:3761	FLRT2	23768	ENSG00000185070	1	0	1	1	0	3	3
O43157	1	1	PLXNB1	HGNC:9103	PLXNB1	5364	ENSG00000164050	1	0	1	1	0	3	3
O43184	1	1	ADAM12	HGNC:190	ADAM12	8038	ENSG00000148848	1	0	1	1	1	4	4
O43193	1	0	MLNR	HGNC:4495	MLNR	2862	ENSG00000102539	1	0	1	0	1	3	3
O43194	1	1	GPR39	HGNC:4496	GPR39	2863	ENSG00000183840	1	0	1	1	0	3	3
O43278	1	0	SPINT1	HGNC:11246	SPINT1	6692	ENSG00000166145	0	0	0	0	1	1	2
O43280	1	0	TREH	HGNC:12266	TREH	11181	ENSG00000118094	0	0	1	0	0	1	2
O43291	1	0	SPINT2	HGNC:11247	SPINT2	10653	ENSG00000167642	1	0	1	0	0	2	2
O43300	1	0	LRRTM2	HGNC:19409	LRRTM2	26045	ENSG00000146006	1	1	1	0	0	3	3
O43306	1	0	ADCY6	HGNC:237	ADCY6	112	ENSG00000174233	1	0	1	1	0	3	2
O43315	1	0	AQP9	HGNC:643	AQP9	366	ENSG00000103569	1	1	1	0	0	3	3
O43323	1	0	DHH	HGNC:2865	DHH	50846	ENSG00000139549	0	0	0	0	0	0	1
O43424	1	0	GRID2	HGNC:4576	GRID2	2895	ENSG00000152208	1	1	1	0	0	3	3
O43451	1	0	MGAM	HGNC:7043	MGAM	8972	ENSG00000257335	1	1	0	0	0	2	2
O43490	1	1	PROM1	HGNC:9454	PROM1	8842	ENSG00000007062	1	1	1	1	1	5	5
O43493	1	0	TGOLN2	HGNC:15450	TGOLN2	10618	ENSG00000152291	1	0	1	0	0	2	2
O43497	1	0	CACNA1G	HGNC:1394	CACNA1G	8913	ENSG00000006283	1	1	1	0	0	3	3
O43506	1	0	ADAM20	HGNC:199	ADAM20	8748	ENSG00000134007	1	1	1	0	0	3	3
O43508	1	0	TNFSF12	HGNC:11927	TNFSF12	8742	ENSG00000239697	1	0	0	0	0	1	1
O43511	1	0	SLC26A4	HGNC:8818	SLC26A4	5172	ENSG00000091137	1	1	1	0	0	3	3
O43520	1	0	ATP8B1	HGNC:3706	ATP8B1	5205	ENSG00000081923	1	1	0	0	1	3	3
O43525	1	0	KCNQ3	HGNC:6297	KCNQ3	3786	ENSG00000184156	1	1	0	0	0	2	2
O43526	1	0	KCNQ2	HGNC:6296	KCNQ2	3785	ENSG00000075043	1	1	0	0	0	2	2
O43556	1	1	SGCE	HGNC:10808	SGCE	8910	ENSG00000127990	1	1	1	1	1	5	5
O43557	1	0	TNFSF14	HGNC:11930	TNFSF14	8740	ENSG00000125735	1	0	0	0	0	1	1
O43561	1	0	LAT	HGNC:18874	LAT	27040	ENSG00000213658	1	1	0	0	1	3	3
O43567	0	1	RNF13	HGNC:10057	RNF13	11342	ENSG00000082996	0	0	1	1	0	2	2
O43570	1	1	CA12	HGNC:1371	CA12	771	ENSG00000074410	1	0	1	1	0	3	3
O43581	1	0	SYT7	HGNC:11514	SYT7	9066	ENSG00000011347	0	0	0	0	0	0	1
O43603	1	0	GALR2	HGNC:4133	GALR2	8811	ENSG00000182687	1	0	1	0	0	2	2
O43613	1	0	HCRTR1	HGNC:4848	HCRTR1	3061	ENSG00000121764	1	0	1	0	0	2	2
O43614	1	0	HCRTR2	HGNC:4849	HCRTR2	3062	ENSG00000137252	1	0	1	0	1	3	3
O43653	1	0	PSCA	HGNC:9500	PSCA	8000	ENSG00000167653	0	0	1	0	1	2	3
O43657	1	0	TSPAN6	HGNC:11858	TSPAN6	7105	ENSG00000000003	1	0	1	1	1	4	3
O43687	1	0	AKAP7	HGNC:377	AKAP7	9465	ENSG00000118507	1	1	0	0	0	2	2
O43688	1	0	PLPP2	HGNC:9230	PLPP2	8612	ENSG00000141934	0	1	1	1	1	4	4
O43699	1	1	SIGLEC6	HGNC:10875	SIGLEC6	946	ENSG00000105492	1	0	1	1	1	4	4
O43749	1	0	OR1F1	HGNC:8194	OR1F1	4992	ENSG00000168124	1	0	1	0	0	2	2
O43820	1	0	HYAL3	HGNC:5322	HYAL3	8372	ENSG00000186792	0	0	0	0	0	0	1
O43852	0	1	CALU	HGNC:1458	CALU	813	ENSG00000128595	0	0	0	1	0	1	1
O43861	1	0	ATP9B	HGNC:13541	ATP9B	374868	ENSG00000166377	1	0	0	0	0	1	1
O43865	1	0	AHCYL1	HGNC:344	AHCYL1	10768	ENSG00000168710	1	1	0	0	0	2	2
O43868	1	0	SLC28A2	HGNC:11002	SLC28A2	9153	ENSG00000137860	0	1	1	0	0	2	3
O43869	1	0	OR2T1	HGNC:8277	OR2T1	26696	ENSG00000175143	1	0	1	0	0	2	2
O43895	1	0	XPNPEP2	HGNC:12823	XPNPEP2	7512	ENSG00000122121	0	0	1	0	1	2	3
O43897	0	1	TLL1	HGNC:11843	TLL1	7092	ENSG00000038295	0	0	0	1	0	1	1
O43908	1	0	KLRC4	HGNC:6377	KLRC4	8302	ENSG00000183542	1	1	0	0	0	2	2
O43909	1	0	EXTL3	HGNC:3518	EXTL3	2137	ENSG00000012232	0	0	0	1	0	1	1
O43914	1	0	TYROBP	HGNC:12449	TYROBP	7305	ENSG00000011600	1	1	0	0	1	3	3
O43921	1	0	EFNA2	HGNC:3222	EFNA2	1943	ENSG00000099617	0	0	1	0	0	1	2
O60235	1	0	TMPRSS11D	HGNC:24059	TMPRSS11D	9407	ENSG00000153802	1	0	1	0	0	2	2
O60241	1	0	ADGRB2	HGNC:944	ADGRB2	576	ENSG00000121753	1	0	1	0	1	3	3
O60242	1	0	ADGRB3	HGNC:945	ADGRB3	577	ENSG00000135298	1	0	1	0	0	2	2
O60245	1	1	PCDH7	HGNC:8659	PCDH7	5099	ENSG00000169851	1	0	1	1	1	4	4
O60266	1	0	ADCY3	HGNC:234	ADCY3	109	ENSG00000138031	0	1	1	1	1	4	4
O60279	1	1	SUSD5	HGNC:29061	SUSD5	26032	ENSG00000173705	1	0	1	1	0	3	3
O60292	1	0	SIPA1L3	HGNC:23801	SIPA1L3	23094	ENSG00000105738	1	0	0	0	1	2	2
O60309	1	0	LRRC37A3	HGNC:32427	LRRC37A3	374819	ENSG00000176809	1	0	1	0	0	2	2
O60312	1	0	ATP10A	HGNC:13542	ATP10A	57194	ENSG00000206190	0	0	0	0	0	0	1
O60330	1	1	PCDHGA12	HGNC:8699	PCDHGA12	26025	ENSG00000253159	1	0	1	1	1	4	4
O60337	1	0	MARCHF6	HGNC:30550	MARCHF6	10299	ENSG00000145495	1	0	0	0	0	1	1
O60353	1	0	FZD6	HGNC:4044	FZD6	8323	ENSG00000164930	1	0	1	0	1	3	3
O60391	1	0	GRIN3B	HGNC:16768	GRIN3B	116444	ENSG00000116032	1	1	1	0	0	3	3
O60403	1	0	OR10H2	HGNC:8173	OR10H2	26538	ENSG00000171942	1	0	1	0	0	2	2
O60404	1	0	OR10H3	HGNC:8174	OR10H3	26532	ENSG00000171936	1	0	1	0	0	2	2
O60412	1	0	OR7C2	HGNC:8374	OR7C2	26658	ENSG00000127529	1	0	1	0	0	2	2
O60431	1	0	OR1I1	HGNC:8207	OR1I1	126370	ENSG00000094661	1	0	1	0	0	2	2
O60449	1	1	LY75	HGNC:6729	LY75	4065	ENSG00000054219	1	0	1	1	0	3	3
O60462	1	1	NRP2	HGNC:8005	NRP2	8828	ENSG00000118257	1	1	1	1	1	5	5
O60469	1	0	DSCAM	HGNC:3039	DSCAM	1826	ENSG00000171587	1	0	1	0	0	2	2
O60486	1	1	PLXNC1	HGNC:9106	PLXNC1	10154	ENSG00000136040	1	0	1	1	0	3	3
O60487	1	1	MPZL2	HGNC:3496	MPZL2	10205	ENSG00000149573	1	0	1	1	1	4	4
O60488	1	0	ACSL4	HGNC:3571	ACSL4	2182	ENSG00000068366	0	0	0	0	0	0	1
O60494	1	0	CUBN	HGNC:2548	CUBN	8029	ENSG00000107611	1	1	0	0	0	2	2
O60500	1	0	NPHS1	HGNC:7908	NPHS1	4868	ENSG00000161270	1	0	1	0	0	2	2
O60503	1	0	ADCY9	HGNC:240	ADCY9	115	ENSG00000162104	1	0	1	1	1	4	3
O60565	0	1	GREM1	HGNC:2001	GREM1	26585	ENSG00000166923	0	0	0	1	0	1	1
O60602	1	0	TLR5	HGNC:11851	TLR5	7100	ENSG00000187554	1	0	1	0	0	2	2
O60603	1	1	TLR2	HGNC:11848	TLR2	7097	ENSG00000137462	1	1	1	1	1	5	5
O60609	1	0	GFRA3	HGNC:4245	GFRA3	2676	ENSG00000146013	0	1	1	0	1	3	4
O60635	1	0	TSPAN1	HGNC:20657	TSPAN1	10103	ENSG00000117472	1	0	1	1	0	3	2
O60636	1	0	TSPAN2	HGNC:20659	TSPAN2	10100	ENSG00000134198	1	0	1	1	0	3	2
O60637	1	0	TSPAN3	HGNC:17752	TSPAN3	10099	ENSG00000140391	1	0	1	1	0	3	2
O60656	0	1	UGT1A9	HGNC:12541	UGT1A9	54600	ENSG00000241119	0	0	0	1	0	1	1
O60667	1	0	FCMR	HGNC:14315	FCMR	9214	ENSG00000162894	1	0	0	0	1	2	2
O60669	1	0	SLC16A7	HGNC:10928	SLC16A7	9194	ENSG00000118596	1	1	1	0	1	4	4
O60687	1	0	SRPX2	HGNC:30668	SRPX2	27286	ENSG00000102359	1	1	0	0	0	2	2
O60706	1	0	ABCC9	HGNC:60	ABCC9	10060	ENSG00000069431	1	1	1	0	1	4	4
O60721	1	0	SLC24A1	HGNC:10975	SLC24A1	9187	ENSG00000074621	1	0	0	0	0	1	1
O60733	1	0	PLA2G6	HGNC:9039	PLA2G6	8398	ENSG00000184381	0	0	0	0	1	1	2
O60741	1	0	HCN1	HGNC:4845	HCN1	348980	ENSG00000164588	1	1	0	0	0	2	2
O60755	1	0	GALR3	HGNC:4134	GALR3	8484	ENSG00000128310	1	0	1	0	0	2	2
O60779	1	0	SLC19A2	HGNC:10938	SLC19A2	10560	ENSG00000117479	1	0	1	1	0	3	2
O60831	1	0	PRAF2	HGNC:28911	PRAF2	11230	ENSG00000243279	1	0	0	0	0	1	1
O60840	1	0	CACNA1F	HGNC:1393	CACNA1F	778	ENSG00000102001	1	1	0	0	0	2	2
O60883	1	0	GPR37L1	HGNC:14923	GPR37L1	9283	ENSG00000170075	1	0	1	0	1	3	3
O60894	1	0	RAMP1	HGNC:9843	RAMP1	10267	ENSG00000132329	1	1	0	0	0	2	2
O60895	1	0	RAMP2	HGNC:9844	RAMP2	10266	ENSG00000131477	1	1	1	0	0	3	3
O60896	1	1	RAMP3	HGNC:9845	RAMP3	10268	ENSG00000122679	1	1	1	1	1	5	5
O60906	1	0	SMPD2	HGNC:11121	SMPD2	6610	ENSG00000135587	0	1	0	0	1	2	3
O60928	1	0	KCNJ13	HGNC:6259	KCNJ13	3769	ENSG00000115474	1	0	0	0	1	2	2
O60931	1	0	CTNS	HGNC:2518	CTNS	1497	ENSG00000040531	0	0	1	1	0	2	2
O60939	1	1	SCN2B	HGNC:10589	SCN2B	6327	ENSG00000149575	1	1	1	1	0	4	4
O71037	1	0						1	0	1	0	0	2	2
O75015	1	1	FCGR3B	HGNC:3620	FCGR3B	2215	ENSG00000162747	0	1	1	1	0	3	4
O75019	1	1	LILRA1	HGNC:6602	LILRA1	11024	ENSG00000104974	1	0	1	1	0	3	3
O75022	1	0	LILRB3	HGNC:6607	LILRB3	11025	ENSG00000204577	1	0	1	0	1	3	3
O75023	1	0	LILRB5	HGNC:6609	LILRB5	10990	ENSG00000105609	1	0	1	0	0	2	2
O75051	1	1	PLXNA2	HGNC:9100	PLXNA2	5362	ENSG00000076356	1	0	1	1	0	3	3
O75054	1	1	IGSF3	HGNC:5950	IGSF3	3321	ENSG00000143061	1	1	1	1	0	4	4
O75056	1	0	SDC3	HGNC:10660	SDC3	9672	ENSG00000162512	1	1	0	0	0	2	2
O75074	1	0	LRP3	HGNC:6695	LRP3	4037	ENSG00000130881	1	0	1	0	0	2	2
O75077	1	0	ADAM23	HGNC:202	ADAM23	8745	ENSG00000114948	1	1	1	0	1	4	4
O75078	1	0	ADAM11	HGNC:189	ADAM11	4185	ENSG00000073670	1	0	1	0	0	2	2
O75084	1	0	FZD7	HGNC:4045	FZD7	8324	ENSG00000155760	1	0	1	0	0	2	2
O75094	0	1	SLIT3	HGNC:11087	SLIT3	6586	ENSG00000184347	0	0	0	1	1	2	2
O75096	1	1	LRP4	HGNC:6696	LRP4	4038	ENSG00000134569	1	1	1	1	0	4	4
O75106	1	0	AOC2	HGNC:549	AOC2	314	ENSG00000131480	1	0	0	0	0	1	1
O75110	1	0	ATP9A	HGNC:13540	ATP9A	10079	ENSG00000054793	1	0	0	0	0	1	1
O75121	1	1	MFAP3L	HGNC:29083	MFAP3L	9848	ENSG00000198948	1	0	1	1	1	4	4
O75144	1	1	ICOSLG	HGNC:17087	ICOSLG	23308	ENSG00000160223	1	1	1	1	1	5	5
O75185	1	0	ATP2C2	HGNC:29103	ATP2C2	9914	ENSG00000064270	1	0	0	0	1	2	2
O75197	1	1	LRP5	HGNC:6697	LRP5	4041	ENSG00000162337	1	1	1	1	0	4	4
O75204	1	0	TMEM127	HGNC:26038	TMEM127	55654	ENSG00000135956	0	0	0	0	0	0	1
O75298	1	0	RTN2	HGNC:10468	RTN2	6253	ENSG00000125744	0	1	0	0	0	1	2
O75309	1	0	CDH16	HGNC:1755	CDH16	1014	ENSG00000166589	1	0	1	0	0	2	2
O75311	1	0	GLRA3	HGNC:4328	GLRA3	8001	ENSG00000145451	1	1	1	0	1	4	4
O75325	1	0	LRRN2	HGNC:16914	LRRN2	10446	ENSG00000170382	1	0	1	0	0	2	2
O75326	1	1	SEMA7A	HGNC:10741	SEMA7A	8482	ENSG00000138623	0	1	1	1	0	3	4
O75330	1	0	HMMR	HGNC:5012	HMMR	3161	ENSG00000072571	1	0	0	0	0	1	1
O75334	1	0	PPFIA2	HGNC:9246	PPFIA2	8499	ENSG00000139220	1	0	0	0	0	1	1
O75335	1	0	PPFIA4	HGNC:9248	PPFIA4	8497	ENSG00000143847	1	0	0	0	0	1	1
O75348	1	0	ATP6V1G1	HGNC:864	ATP6V1G1	9550	ENSG00000136888	1	0	0	0	0	1	1
O75354	1	0	ENTPD6	HGNC:3368	ENTPD6	955	ENSG00000197586	0	0	0	0	0	0	1
O75355	1	0	ENTPD3	HGNC:3365	ENTPD3	956	ENSG00000168032	1	0	1	0	0	2	2
O75387	1	0	SLC43A1	HGNC:9225	SLC43A1	8501	ENSG00000149150	1	1	1	1	1	5	4
O75388	1	0	GPR32	HGNC:4487	GPR32	2854	ENSG00000142511	1	0	1	0	0	2	2
O75427	1	0	LRCH4	HGNC:6691	LRCH4	4034	ENSG00000077454	0	0	0	0	0	0	1
O75443	1	0	TECTA	HGNC:11720	TECTA	7007	ENSG00000109927	0	0	1	0	0	1	2
O75445	1	0	USH2A	HGNC:12601	USH2A	7399	ENSG00000042781	1	1	1	0	0	3	3
O75462	0	1	CRLF1	HGNC:2364	CRLF1	9244	ENSG00000006016	0	1	0	1	0	2	2
O75473	1	0	LGR5	HGNC:4504	LGR5	8549	ENSG00000139292	1	0	1	0	0	2	2
O75487	1	1	GPC4	HGNC:4452	GPC4	2239	ENSG00000076716	0	1	1	1	1	4	5
O75508	1	0	CLDN11	HGNC:8514	CLDN11	5010	ENSG00000013297	1	0	1	0	1	3	3
O75509	1	1	TNFRSF21	HGNC:13469	TNFRSF21	27242	ENSG00000146072	1	0	1	1	1	4	4
O75578	1	1	ITGA10	HGNC:6135	ITGA10	8515	ENSG00000143127	1	1	1	1	0	4	4
O75581	1	0	LRP6	HGNC:6698	LRP6	4040	ENSG00000070018	1	1	1	0	0	3	3
O75629	0	1	CREG1	HGNC:2351	CREG1	8804	ENSG00000143162	0	0	0	1	0	1	1
O75636	1	0	FCN3	HGNC:3625	FCN3	8547	ENSG00000142748	1	1	0	0	0	2	2
O75712	1	0	GJB3	HGNC:4285	GJB3	2707	ENSG00000188910	1	1	1	0	1	4	4
O75718	0	1	CRTAP	HGNC:2379	CRTAP	10491	ENSG00000170275	0	0	0	1	0	1	1
O75751	1	0	SLC22A3	HGNC:10967	SLC22A3	6581	ENSG00000146477	1	1	1	0	0	3	3
O75762	1	0	TRPA1	HGNC:497	TRPA1	8989	ENSG00000104321	1	0	0	0	0	1	1
O75781	1	0	PALM	HGNC:8594	PALM	5064	ENSG00000099864	1	1	0	0	1	3	3
O75787	1	0	ATP6AP2	HGNC:18305	ATP6AP2	10159	ENSG00000182220	1	1	0	0	0	2	2
O75800	1	0	ZMYND10	HGNC:19412	ZMYND10	51364	ENSG00000004838	1	1	0	0	1	3	3
O75841	1	0	UPK1B	HGNC:12578	UPK1B	7348	ENSG00000114638	1	1	1	0	0	3	3
O75871	1	0	CEACAM4	HGNC:1816	CEACAM4	1089	ENSG00000105352	1	1	1	0	0	3	3
O75882	1	1	ATRN	HGNC:885	ATRN	8455	ENSG00000088812	1	0	1	1	0	3	3
O75899	1	0	GABBR2	HGNC:4507	GABBR2	9568	ENSG00000136928	1	1	1	0	0	3	3
O75915	1	0	ARL6IP5	HGNC:16937	ARL6IP5	10550	ENSG00000144746	0	0	0	0	0	0	1
O75923	1	0	DYSF	HGNC:3097	DYSF	8291	ENSG00000135636	1	1	0	0	1	3	3
O75951	1	0	LYZL6	HGNC:29614	LYZL6	57151	ENSG00000275722	1	1	0	0	0	2	2
O75954	1	0	TSPAN9	HGNC:21640	TSPAN9	10867	ENSG00000011105	1	1	1	1	0	4	3
O75970	1	0	MPDZ	HGNC:7208	MPDZ	8777	ENSG00000107186	1	1	0	0	0	2	2
O75976	1	1	CPD	HGNC:2301	CPD	1362	ENSG00000108582	1	0	1	1	0	3	3
O76000	1	0	OR2B3	HGNC:8238	OR2B3	442184	ENSG00000204703	1	0	1	0	0	2	2
O76001	1	0	OR2J3	HGNC:8261	OR2J3	442186	ENSG00000204701	1	0	1	0	0	2	2
O76002	1	0	OR2J2	HGNC:8260	OR2J2	26707	ENSG00000204700	1	0	1	0	0	2	2
