hgnc_id	hgnc_symbol	uniprot_acc	ensembl_gene	ncbi_gene_id	source	evidence_tier	cellphonedb_denominator_member	therasabdab_denominator_member	antibody_evidence	extracellular
HGNC:8005	NRP2	O60462	ENSG00000118257	8828	BioLiP: biological ligand sites	mapped	1	0	0	1
HGNC:801	ATP1A3	P13637	ENSG00000105409	478	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8021	NT5E	P21589	ENSG00000135318	4907	BioLiP: biological ligand sites	mapped	0	1	0	1
HGNC:8031	NTRK1	P04629	ENSG00000198400	4914	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8032	NTRK2	Q16620	ENSG00000148053	4915	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8033	NTRK3	Q16288	ENSG00000140538	4916	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8039	NTSR1	P30989	ENSG00000101188	4923	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:804	ATP1B1	P05026	ENSG00000143153	481	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8060	NUMB	P49757	ENSG00000133961	8650	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8133	OLR1	P78380	ENSG00000173391	4973	BioLiP: biological ligand sites	mapped	1	1	0	1
HGNC:8153	OPRD1	P41143	ENSG00000116329	4985	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8154	OPRK1	P41145	ENSG00000082556	4986	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8155	OPRL1	P41146	ENSG00000125510	4987	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8156	OPRM1	P35372	ENSG00000112038	4988	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8157	SIGMAR1	Q99720	ENSG00000147955	10280	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:830	ATP5F1B	P06576	ENSG00000110955	506	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8529	OXTR	P30559	ENSG00000180914	5021	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:8533	P2RX1	P51575	ENSG00000108405	5023	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:8534	P2RX3	P56373	ENSG00000109991	5024	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:8535	P2RX4	Q99571	ENSG00000135124	5025	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:8539	P2RY1	P47900	ENSG00000169860	5028	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:854	ATP6V1B2	P21281	ENSG00000147416	526	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8568	FURIN	P09958	ENSG00000140564	5045	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8583	SERPINE1	P05121	ENSG00000106366	5054	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8584	SERPINB2	P05120	ENSG00000197632	5055	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8599	PANX1	Q96RD7	ENSG00000110218	24145	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8602	PAPPA	Q13219	ENSG00000182752	5069	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:868	ATP6AP1	Q15904	ENSG00000071553	537	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:869	ATP7A	Q04656	ENSG00000165240	538	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:870	ATP7B	P35670	ENSG00000123191	540	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8749	CDK16	Q00536	ENSG00000102225	5127	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8783	PDE4D	Q08499	ENSG00000113448	5144	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8795	PDE9A	O76083	ENSG00000160191	5152	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8803	PDGFRA	P16234	ENSG00000134853	5156	BioLiP: biological ligand sites	mapped	1	1	0	0
HGNC:8864	CFP	P27918	ENSG00000126759	5199	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:8896	PGK1	P00558	ENSG00000102144	5230	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:897	AVPR2	P30518	ENSG00000126895	554	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9009	PKD2	Q13563	ENSG00000118762	5311	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9021	PKM	P14618	ENSG00000067225	5315	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9029	PLA2G10	O15496	ENSG00000069764	8399	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9031	PLA2G2A	P14555	ENSG00000188257	5320	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9040	PLA2G7	Q13093	ENSG00000146070	7941	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:905	AXL	P30530	ENSG00000167601	558	BioLiP: biological ligand sites	mapped	1	1	0	0
HGNC:9051	PLAT	P00750	ENSG00000104368	5327	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9052	PLAU	P00749	ENSG00000122861	5328	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9053	PLAUR	Q03405	ENSG00000011422	5329	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9065	PLCG1	P19174	ENSG00000124181	5335	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9068	PLD2	O14939	ENSG00000129219	5338	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:910	AZGP1	P25311	ENSG00000160862	563	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9103	PLXNB1	O43157	ENSG00000164050	5364	BioLiP: biological ligand sites	mapped	1	0	0	1
HGNC:914	B2M	P61769	ENSG00000166710	567	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:924	B4GALT1	P15291	ENSG00000086062	2683	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9251	CTSA	P10619	ENSG00000064601	5476	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9253	PPIA	P62937	ENSG00000196262	5478	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9255	PPIB	P23284	ENSG00000166794	5479	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:933	BACE1	P56817	ENSG00000186318	23621	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:934	BACE2	Q9Y5Z0	ENSG00000182240	25825	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:9352	PRDX1	Q06830	ENSG00000117450	5052	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9359	SLC26A5	P58743	ENSG00000170615	375611	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9362	PRG2	P13727	ENSG00000186652	5553	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9393	PRKCA	P17252	ENSG00000154229	5578	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9405	PKN1	Q16512	ENSG00000123143	5585	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9452	PROCR	Q9UNN8	ENSG00000101000	10544	BioLiP: biological ligand sites	mapped	1	0	0	1
HGNC:947	BAIAP2	Q9UQB8	ENSG00000175866	10458	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9472	LGMN	Q99538	ENSG00000100600	5641	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9476	HTRA1	Q92743	ENSG00000166033	5654	BioLiP: biological ligand sites	mapped	0	1	0	0
HGNC:9490	TMPRSS15	P98073	ENSG00000154646	5651	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:9491	PRSS8	Q16651	ENSG00000052344	5652	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9508	PSEN1	P49768	ENSG00000080815	5663	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9582	PTAFR	P25105	ENSG00000169403	5724	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9585	PTCH1	Q13635	ENSG00000185920	5727	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:9592	PTGDS	P41222	ENSG00000107317	5730	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9594	PTGER2	P43116	ENSG00000125384	5732	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9595	PTGER3	P43115	ENSG00000050628	5733	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9596	PTGER4	P35408	ENSG00000171522	5734	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9600	PTGFR	P43088	ENSG00000122420	5737	BioLiP: biological ligand sites	mapped	1	0	0	0
HGNC:9608	PTH1R	Q03431	ENSG00000160801	5745	BioLiP: biological ligand sites	mapped	1	0	0	1
HGNC:9612	PTK2B	Q14289	ENSG00000120899	2185	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9634	PTP4A1	Q93096	ENSG00000112245	7803	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9652	PTPN22	Q9Y2R2	ENSG00000134242	26191	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9656	PTPN4	P29074	ENSG00000088179	5775	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9665	PTPRB	P23467	ENSG00000127329	5787	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9670	PTPRF	P10586	ENSG00000142949	5792	BioLiP: biological ligand sites	mapped	1	0	0	1
HGNC:9671	PTPRG	P23470	ENSG00000144724	5793	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9753	QPCT	Q16769	ENSG00000115828	25797	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9756	QSOX1	O00391	ENSG00000116260	5768	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9767	RAB27B	O00194	ENSG00000041353	5874	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9839	RALA	P11233	ENSG00000006451	5898	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9843	RAMP1	O60894	ENSG00000132329	10267	BioLiP: biological ligand sites	mapped	0	0	0	1
HGNC:9936	OPN1LW	P04000	ENSG00000102076	5956	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9958	REN	P00797	ENSG00000143839	5972	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:9967	RET	P07949	ENSG00000165731	5979	BioLiP: biological ligand sites	mapped	0	0	0	0
HGNC:1029	BDKRB1	P46663	ENSG00000100739	623	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1030	BDKRB2	P30411	ENSG00000168398	624	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:10608	SCTR	P47872	ENSG00000080293	6344	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11119	SMO	Q99835	ENSG00000128602	6608	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:1113	BRS3	P32247	ENSG00000102239	680	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:11330	SSTR1	P30872	ENSG00000139874	6751	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11331	SSTR2	P30874	ENSG00000180616	6752	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:11332	SSTR3	P32745	ENSG00000278195	6753	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11333	SSTR4	P31391	ENSG00000132671	6754	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11334	SSTR5	P35346	ENSG00000162009	6755	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11526	TACR1	P25103	ENSG00000115353	6869	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11527	TACR2	P21452	ENSG00000075073	6865	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11528	TACR3	P29371	ENSG00000169836	6870	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:11608	TBXA2R	P21731	ENSG00000006638	6915	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:12299	TRHR	P34981	ENSG00000174417	7201	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:12373	TSHR	P16473	ENSG00000165409	7253	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:12694	VIPR1	P32241	ENSG00000114812	7433	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:12695	VIPR2	P41587	ENSG00000106018	7434	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1319	C3AR1	Q16581	ENSG00000171860	719	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:13299	LGR4	Q9BXB1	ENSG00000205213	55366	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:13310	GPRC5D	Q9NZD1	ENSG00000111291	55507	GPCRdb: experimental contacts	mapped	0	1	0	1
HGNC:1338	C5AR1	P21730	ENSG00000197405	728	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:13728	ADGRG3	Q86Y34	ENSG00000182885	222487	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:14299	S1PR5	Q9H228	ENSG00000180739	53637	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:1440	CALCR	P30988	ENSG00000004948	799	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:14666	RXFP4	Q8TDU9	ENSG00000173080	339403	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:14725	OR2T2	Q6IF00	ENSG00000196240	401992	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:14920	TAS2R14	Q9NYV8	ENSG00000212127	50840	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:14963	GPR101	Q96P66	ENSG00000165370	83550	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:1514	CASR	P41180	ENSG00000036828	846	GPCRdb: experimental contacts	mapped	0	0	0	1
HGNC:15195	OR51E2	Q9H255	ENSG00000167332	81285	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:15213	OR52E4	Q8NGH9	ENSG00000180974	390081	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:15565	QRFPR	Q96P65	ENSG00000186867	84109	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1570	CCKAR	P32238	ENSG00000163394	886	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1571	CCKBR	P32239	ENSG00000110148	887	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1602	CCR1	P32246	ENSG00000163823	1230	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1603	CCR2	P41597	ENSG00000121807	729230	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:1606	CCR5	P51681	ENSG00000160791	1234	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:1607	CCR6	P51684	ENSG00000112486	1235	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:1608	CCR7	P32248	ENSG00000126353	1236	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1609	CCR8	P51685	ENSG00000179934	1237	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:1625	XCR1	P46094	ENSG00000173578	2829	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:16454	NMUR2	Q9GZQ4	ENSG00000132911	56923	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:16709	CALCRL	Q16602	ENSG00000064989	10203	GPCRdb: experimental contacts	mapped	0	1	0	1
HGNC:16824	HCAR3	P49019	ENSG00000255398	8843	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:17383	HRH4	Q9H3N8	ENSG00000134489	59340	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:17451	CYSLTR1	Q9Y271	ENSG00000173198	10800	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:17482	GPR132	Q9UNW8	ENSG00000183484	29933	GPCRdb: experimental contacts	mapped	0	0	0	1
HGNC:17617	MRGPRX4	Q96LA9	ENSG00000179817	117196	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:17734	TAAR1	Q96RJ0	ENSG00000146399	134864	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:17962	MRGPRX1	Q96LB2	ENSG00000170255	259249	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:17983	MRGPRX2	Q96LB1	ENSG00000183695	117194	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:18124	P2RY12	Q9H244	ENSG00000169313	64805	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:18274	CYSLTR2	Q9NS75	ENSG00000152207	57105	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:18877	TAS2R46	P59540	ENSG00000226761	259292	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:18990	ADGRF1	Q5T601	ENSG00000153292	266977	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:19060	GPR119	Q8TDV5	ENSG00000147262	139760	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:19061	FFAR4	Q5NUL3	ENSG00000186188	338557	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:1950	CHRM1	P11229	ENSG00000168539	1128	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1951	CHRM2	P08172	ENSG00000181072	1129	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1952	CHRM3	P20309	ENSG00000133019	1131	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1953	CHRM4	P08173	ENSG00000180720	1132	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:1954	CHRM5	P08912	ENSG00000184984	1133	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:19680	GPBAR1	Q8TDU6	ENSG00000179921	151306	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:19995	GPR139	Q6DWJ6	ENSG00000180269	124274	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:20867	MCHR2	Q969V1	ENSG00000152034	84539	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:2121	CMKLR1	Q99788	ENSG00000174600	1240	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:2159	CNR1	P21554	ENSG00000118432	1268	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:2160	CNR2	P34972	ENSG00000188822	1269	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:2358	CRHR2	Q13324	ENSG00000106113	1395	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:23692	ACKR3	P25106	ENSG00000144476	57007	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:242	ADCYAP1R1	P41586	ENSG00000078549	117	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:24827	HCAR2	Q8TDS4	ENSG00000182782	338442	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:2561	CXCR4	P61073	ENSG00000121966	7852	GPCRdb: experimental contacts	mapped	1	1	0	1
HGNC:262	ADORA1	P30542	ENSG00000163485	134	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:263	ADORA2A	P29274	ENSG00000128271	135	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:264	ADORA2B	P29275	ENSG00000170425	136	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:268	ADORA3	P0DMS8	ENSG00000282608	140	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:277	ADRA1A	P35348	ENSG00000120907	148	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:281	ADRA2A	P08913	ENSG00000150594	150	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:282	ADRA2B	P18089	ENSG00000274286	151	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:283	ADRA2C	P18825	ENSG00000184160	152	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:285	ADRB1	P08588	ENSG00000043591	153	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:286	ADRB2	P07550	ENSG00000169252	154	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:288	ADRB3	P13945	ENSG00000188778	155	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:29626	MRGPRD	Q8TDS7	ENSG00000172938	116512	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3020	DRD1	P21728	ENSG00000184845	1812	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3023	DRD2	P14416	ENSG00000149295	1813	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3024	DRD3	P35462	ENSG00000151577	1814	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:30245	GPR174	Q9BXC1	ENSG00000147138	84636	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3025	DRD4	P21917	ENSG00000069696	1815	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3026	DRD5	P21918	ENSG00000169676	1816	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3128	GPR183	P32249	ENSG00000169508	1880	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3165	S1PR1	P21453	ENSG00000170989	1901	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3166	LPAR1	Q92633	ENSG00000198121	1902	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3167	S1PR3	Q99500	ENSG00000213694	1903	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3169	S1PR2	O95136	ENSG00000267534	9294	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3179	EDNRA	P25101	ENSG00000151617	1909	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:3180	EDNRB	P24530	ENSG00000136160	1910	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:336	AGTR1	P30556	ENSG00000144891	185	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:338	AGTR2	P50052	ENSG00000180772	186	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:339	APLNR	P35414	ENSG00000134817	187	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3537	F2R	P25116	ENSG00000181104	2149	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:3538	F2RL1	P55085	ENSG00000164251	2150	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:3826	FPR1	P21462	ENSG00000171051	2357	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3827	FPR2	P25090	ENSG00000171049	2358	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:3969	FSHR	P23945	ENSG00000170820	2492	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4035	ACKR1	Q16570	ENSG00000213088	2532	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4132	GALR1	P47211	ENSG00000166573	2587	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4133	GALR2	O43603	ENSG00000182687	8811	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4192	GCGR	P47871	ENSG00000215644	2642	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:4266	GHRHR	Q02643	ENSG00000106128	2692	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4267	GHSR	Q92847	ENSG00000121853	2693	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4271	GIPR	P48546	ENSG00000010310	2696	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:4324	GLP1R	P43220	ENSG00000112164	2740	GPCRdb: experimental contacts	mapped	1	1	0	0
HGNC:4325	GLP2R	O95838	ENSG00000065325	9340	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4421	GNRHR	P30968	ENSG00000109163	2798	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4463	CMKLR2	P46091	ENSG00000183671	2825	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4464	PRLHR	P49683	ENSG00000119973	2834	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4469	GPR15	P49685	ENSG00000154165	2838	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4485	GPER1	Q99527	ENSG00000164850	2852	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4490	GPR34	Q9UPC5	ENSG00000171659	2857	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4492	GPR35	Q9HC97	ENSG00000178623	2859	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4495	MLNR	O43193	ENSG00000102539	2862	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4498	FFAR1	O14842	ENSG00000126266	2864	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4501	FFAR2	O15552	ENSG00000126262	2867	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4502	PTGDR2	Q9Y5Y4	ENSG00000183134	11251	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4507	GABBR2	O75899	ENSG00000136928	9568	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4508	GPR52	Q9Y2T5	ENSG00000203737	9293	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4510	KISS1R	Q969F8	ENSG00000116014	84634	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4515	GPR6	P46095	ENSG00000146360	2830	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4518	NMUR1	Q9HB89	ENSG00000171596	10316	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4535	GPR84	Q9NQS5	ENSG00000139572	53831	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4539	GPR88	Q9GZN0	ENSG00000181656	54112	GPCRdb: experimental contacts	mapped	0	0	0	0
HGNC:4540	CXCR3	P49682	ENSG00000186810	2833	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4542	SUCNR1	Q9BXA5	ENSG00000198829	56670	GPCRdb: experimental contacts	mapped	0	0	0	1
HGNC:4593	GRM1	Q13255	ENSG00000152822	2911	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:4594	GRM2	Q14416	ENSG00000164082	2912	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:4595	GRM3	Q14832	ENSG00000198822	2913	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:4596	GRM4	Q14833	ENSG00000124493	2914	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:4597	GRM5	P41594	ENSG00000168959	2915	GPCRdb: experimental contacts	mapped	1	0	0	1
HGNC:4609	GRPR	P30550	ENSG00000126010	2925	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4848	HCRTR1	O43613	ENSG00000121764	3061	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:4849	HCRTR2	O43614	ENSG00000137252	3062	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5182	HRH1	P35367	ENSG00000196639	3269	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5183	HRH2	P25021	ENSG00000113749	3274	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5184	HRH3	Q9Y5N1	ENSG00000101180	11255	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5286	HTR1A	P08908	ENSG00000178394	3350	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5287	HTR1B	P28222	ENSG00000135312	3351	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5289	HTR1D	P28221	ENSG00000179546	3352	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5291	HTR1E	P28566	ENSG00000168830	3354	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5292	HTR1F	P30939	ENSG00000179097	3355	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5293	HTR2A	P28223	ENSG00000102468	3356	GPCRdb: experimental contacts	mapped	1	0	0	0
HGNC:5294	HTR2B	P41595	ENSG00000135914	3357	GPCRdb: experimental contacts	mapped	1	0	0	0
