therapeutic	target_annotation	arm_group	component	status	candidate_hgnc_ids	exclusion_reference
Diridavumab	Influenza A HA2	0	Influenza A HA2	unresolved_or_nonprotein		
Disitamab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Divozilimab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Docaravimab	Rabies Virus Strain ERA Glycoprotein Ectodomain Epitope G-III	0	Rabies Virus Strain ERA Glycoprotein Ectodomain Epitope G-III	unresolved_or_nonprotein		
Domagrozumab	MSTN/GDF8/GDF-8	0	MSTN/GDF8/GDF-8	approved_symbol	HGNC:4223	
Domvanalimab	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Donanemab	APP	0	APP	approved_symbol	HGNC:620	
Donitabart	Ganglioside GD2	0	Ganglioside GD2	unresolved_or_nonprotein		
Donzakimig1	IL22;ALB	0	IL22	approved_symbol	HGNC:14900	
Donzakimig1	IL22;ALB	1	ALB	approved_symbol	HGNC:399	
Donzakimig2	IL13	0	IL13	approved_symbol	HGNC:5973	
Dostarlimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Dovanvetmab	IL31 (Feline)	0	IL31 (Feline)	nonhuman_target		
Dresbuxelimab	NT5E/CALJA/CD73	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Drotokibart	IL4R/CD124	0	IL4R/CD124	approved_symbol	HGNC:6015	
Drozitumab	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Duligotuzumab	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Dupilumab	IL4R/CD124	0	IL4R/CD124	approved_symbol	HGNC:6015	
Durvalumab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Dusigitumab	IGF1 and IGF2	0	IGF1	approved_symbol	HGNC:5464	
Dusigitumab	IGF1 and IGF2	0	IGF2	approved_symbol	HGNC:5466	
Duvakitug	TNFSF15/TL1A/VEGI	0	TNFSF15/TL1A/VEGI	approved_symbol	HGNC:11931	
Duvortuxizumab	CD19;CD3E	0	CD19	approved_symbol	HGNC:1633	
Duvortuxizumab	CD19;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Ebdarokimab	IL12B/CLMFp40	0	IL12B/CLMFp40	approved_symbol	HGNC:5970	
Eblasakimab	IL13RA1/CD213A1	0	IL13RA1/CD213A1	approved_symbol	HGNC:5974	
Ebrasodebart	TMEM219/IGFBP-3R	0	TMEM219/IGFBP-3R	approved_symbol	HGNC:25201	
Ebribafusp	C3d	0	C3d	unresolved_or_nonprotein		
Ebronucimab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Eciskafusp	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Ecleralimab	TSLP	0	TSLP	approved_symbol	HGNC:30743	
Eclutatug	CLDN1	0	CLDN1	approved_symbol	HGNC:2032	
Ecromeximab	GD3 ganglioside	0	GD3 ganglioside	unresolved_or_nonprotein		
Eculizumab	C5	0	C5	approved_symbol	HGNC:1331	
Edrecolomab	EPCAM/CD326	0	EPCAM/CD326	approved_symbol	HGNC:11529	
Efalizumab	ITGAL/CD11A/LFA1A	0	ITGAL/CD11A/LFA1A	approved_symbol	HGNC:6148	
Efungumab	Heat Shock Protein 90 Homolog	0	Heat Shock Protein 90 Homolog	unresolved_or_nonprotein		
Eglatoprutug	KIT/CD117	0	KIT/CD117	approved_symbol	HGNC:6342	
Eldelumab	CXCL10/IP10	0	CXCL10/IP10	approved_symbol	HGNC:10637	
Elegrobart	TBC	0	TBC	unique_alias	HGNC:11578	
Elezanumab	RGMA	0	RGMA	approved_symbol	HGNC:30308	
Elgemtumab	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Elipovimab	HIV-1 gp120	0	HIV-1 gp120	unresolved_or_nonprotein		
Elotuzumab	SLAMF7/CD319	0	SLAMF7/CD319	approved_symbol	HGNC:21394	
Elranatamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Elranatamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Eltivutabart	ENTPD1/CD39	0	ENTPD1/CD39	approved_symbol	HGNC:3363	
Eltrekibart	CXCL1/CXCL2/CXCL3/CXCL5/CXCL6/CXCL7/CXCL8	0	CXCL1/CXCL2/CXCL3/CXCL5/CXCL6/CXCL7/CXCL8	ambiguous_slash_group	HGNC:10642;HGNC:10643;HGNC:4602;HGNC:4603;HGNC:4604;HGNC:6025	
Eluvixtamab	SIGLEC3/CD33/p67;CD3E	0	SIGLEC3/CD33/p67	approved_symbol	HGNC:1659	
Eluvixtamab	SIGLEC3/CD33/p67;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Emactuzumab	CSF1R/CD115/M-CSFR	0	CSF1R/CD115/M-CSFR	approved_symbol	HGNC:2433	
Emapalumab	IFNG	0	IFNG	approved_symbol	HGNC:5438	
Emerfetamab	SIGLEC3/CD33/p67;CD3E	0	SIGLEC3/CD33/p67	approved_symbol	HGNC:1659	
Emerfetamab	SIGLEC3/CD33/p67;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Emfizatamab1	CD3E;CD19	0	CD3E	approved_symbol	HGNC:1674	
Emfizatamab1	CD3E;CD19	1	CD19	approved_symbol	HGNC:1633	
Emfizatamab2	PDL1/CD274;TNFRSF9/CD137/4-1BB	0	PDL1/CD274	approved_symbol	HGNC:17635	
Emfizatamab2	PDL1/CD274;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Emicizumab	F9;F10	0	F9	approved_symbol	HGNC:3551	
Emicizumab	F9;F10	1	F10	approved_symbol	HGNC:3528	
Emibetuzumab	MET/HGFR	0	MET/HGFR	approved_symbol	HGNC:7029	
Emiltatug	VTCN1/B7H4	0	VTCN1/B7H4	approved_symbol	HGNC:28873	
Emirodatamab	FLT3/CD135/FLK2;CD3E	0	FLT3/CD135/FLK2	approved_symbol	HGNC:3765	
Emirodatamab	FLT3/CD135/FLK2;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Empasiprubart	C2	0	C2	approved_symbol	HGNC:1248	
Emugrobart	ENTPD1/CD39	0	ENTPD1/CD39	approved_symbol	HGNC:3363	
Emunkitug	TNFRSF1B/TNFR2/CD120b/TNFR80/p75	0	TNFRSF1B/TNFR2/CD120b/TNFR80/p75	approved_symbol	HGNC:11917	
Enapotamab	AXL/UFO	0	AXL/UFO	approved_symbol	HGNC:905	
Enavatuzumab	TNFRSF12A/CD266/TWEAKR	0	TNFRSF12A/CD266/TWEAKR	approved_symbol	HGNC:18152	
Encelimab	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Enfortumab	PVRL4/Nectin-4	0	PVRL4/Nectin-4	unique_alias	HGNC:19688	
Englumafusp	CD19	0	CD19	approved_symbol	HGNC:1633	
Enibarcimab	ADM	0	ADM	approved_symbol	HGNC:259	
Enlonstobart	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Enoblituzumab	B7H3/CD276	0	B7H3/CD276	approved_symbol	HGNC:19137	
Enokizumab	IL9	0	IL9	approved_symbol	HGNC:6029	
Enoticumab	DLL4	0	DLL4	approved_symbol	HGNC:2910	
Enristomig	PDL1/CD274;TNFRSF9/CD137/4-1BB	0	PDL1/CD274	approved_symbol	HGNC:17635	
Enristomig	PDL1/CD274;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Ensituximab	MUC5AC	0	MUC5AC	approved_symbol	HGNC:7515	
Enuzovimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Envafolimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Enzelkitug	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Epacmarstobart	SIRPA	0	SIRPA	approved_symbol	HGNC:9662	
Epcoritamab	CD3E;MS4A1/CD20	0	CD3E	approved_symbol	HGNC:1674	
Epcoritamab	CD3E;MS4A1/CD20	1	MS4A1/CD20	approved_symbol	HGNC:7315	
Epratuzumab	SIGLEC2/CD22	0	SIGLEC2/CD22	approved_symbol	HGNC:1643	
Eptinezumab	CALCA and CALCB	0	CALCA	approved_symbol	HGNC:1437	
Eptinezumab	CALCA and CALCB	0	CALCB	approved_symbol	HGNC:1438	
Etuptamig	NCR3LG1/B7-H6;CD3E	0	NCR3LG1/B7-H6	approved_symbol	HGNC:42400	
Etuptamig	NCR3LG1/B7-H6;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Eramkafusp	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Erenumab	CALCRL	0	CALCRL	approved_symbol	HGNC:16709	
Erfonrilimab	PDL1/CD274;CTLA4/CD152	0	PDL1/CD274	approved_symbol	HGNC:17635	
Erfonrilimab	PDL1/CD274;CTLA4/CD152	1	CTLA4/CD152	approved_symbol	HGNC:2505	
Erlizumab	ITGB2/CD18	0	ITGB2/CD18	approved_symbol	HGNC:6155	
Ersodetug	INSR/CD220	0	INSR/CD220	approved_symbol	HGNC:6091	
Erzotabart	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Etakafusp	CD8	0	CD8	complex_target_not_direct_subunit		
Etalanetug	MAPT	0	MAPT	approved_symbol	HGNC:6893	
Etaracizumab	ITGAVB3/CD61/VNR	0	ITGAVB3/CD61/VNR	complex_target_not_direct_subunit		
Etentamig	CD3E;TNFRSF17/CD269/BCMA/TNFRSF13A	0	CD3E	approved_symbol	HGNC:1674	
Etentamig	CD3E;TNFRSF17/CD269/BCMA/TNFRSF13A	1	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Etesevimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Etevritamab	EGFR/ERBB1/HER1;CD3E	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Etevritamab	EGFR/ERBB1/HER1;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Etigilimab	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Etokimab	IL13	0	IL13	approved_symbol	HGNC:5973	
Etrolizumab	ITGA4B7 and ITGAEB7	0	ITGA4B7	complex_target_not_direct_subunit		
Etrolizumab	ITGA4B7 and ITGAEB7	0	ITGAEB7	complex_target_not_direct_subunit		
Eurestobart	ENTPD1/CD39	0	ENTPD1/CD39	approved_symbol	HGNC:3363	
Evalstotug	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Evinacumab	ANGPTL3	0	ANGPTL3	approved_symbol	HGNC:491	
Evolocumab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Evunzekibart	TNFRSF9/CD137/4-1BB	0	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Exbivirumab	Hepatitis B Surface Antigen	0	Hepatitis B Surface Antigen	unresolved_or_nonprotein		
Exerenibart	TMPRSS6/MT2	0	TMPRSS6/MT2	approved_symbol	HGNC:16517	
Exidavnemab	SNCA/PARK1/PARK4	0	SNCA/PARK1/PARK4	approved_symbol	HGNC:11138	
Exlinkibart	TNFRSF9/CD137/4-1BB	0	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Ezabenlimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Falbikitug	LIF	0	LIF	approved_symbol	HGNC:6596	
Fanastomig	LAG3/CD223;PDCD1/CD279/PD1	0	LAG3/CD223	approved_symbol	HGNC:6476	
Fanastomig	LAG3/CD223;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Faricimab	VEGFA;ANGPT2	0	VEGFA	approved_symbol	HGNC:12680	
Faricimab	VEGFA;ANGPT2	1	ANGPT2	approved_symbol	HGNC:485	
Farletuzumab	FOLR1	0	FOLR1	approved_symbol	HGNC:3791	
Fasinumab	NGFB	0	NGFB	unique_alias	HGNC:7808	
Favezelimab	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Fazpilodemab	KLB;FGFR1/CD331/BFGFR	0	KLB	approved_symbol	HGNC:15527	
Fazpilodemab	KLB;FGFR1/CD331/BFGFR	1	FGFR1/CD331/BFGFR	approved_symbol	HGNC:3688	
Feladilimab	ICOS/CD278	0	ICOS/CD278	approved_symbol	HGNC:5351	
Felmetatug	VTCN1/B7H4	0	VTCN1/B7H4	approved_symbol	HGNC:28873	
Felzartamab	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Fepixnebart	EREG	0	EREG	approved_symbol	HGNC:3443	
Fezakinumab	IL22	0	IL22	approved_symbol	HGNC:14900	
Fianlimab	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Ficerafusp	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Ficlatuzumab	HGF/SF	0	HGF/SF	approved_symbol	HGNC:4893	
Fidasimtamab	PDCD1/CD279/PD1;ERBB2/CD340/HER2	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Fidasimtamab	PDCD1/CD279/PD1;ERBB2/CD340/HER2	1	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Figitumumab	IGF1R/CD221	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Finotonlimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Firastotug	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Firivumab	Influenza A HA	0	Influenza A HA	unresolved_or_nonprotein		
Firsekibart	IL1B	0	IL1B	approved_symbol	HGNC:5992	
Fiztasovimab	Human Herpesvirus Glycoprotein B AD-1	0	Human Herpesvirus Glycoprotein B AD-1	unresolved_or_nonprotein		
Flanvotumab	TYRP1	0	TYRP1	approved_symbol	HGNC:12450	
Fletikumab	IL20	0	IL20	approved_symbol	HGNC:6002	
Flotetuzumab	IL3RA/CD123;CD3E	0	IL3RA/CD123	approved_symbol	HGNC:6012	
Flotetuzumab	IL3RA/CD123;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Fontolizumab	IFNG	0	IFNG	approved_symbol	HGNC:5438	
Foralumab	CD3E	0	CD3E	approved_symbol	HGNC:1674	
Foravirumab	Rabies Virus Antigenic Site III	0	Rabies Virus Antigenic Site III	unresolved_or_nonprotein		
Forimtamig	GPRC5D;CD3E	0	GPRC5D	approved_symbol	HGNC:13310	
Forimtamig	GPRC5D;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Fremanezumab	CALCA and CALCB	0	CALCA	approved_symbol	HGNC:1437	
Fremanezumab	CALCA and CALCB	0	CALCB	approved_symbol	HGNC:1438	
Freneslerbart	Fel d 1	0	Fel d 1	unresolved_or_nonprotein		
Fresolimumab	TGFB	0	TGFB	unique_alias	HGNC:11766	
Frexalimab	CD40LG/CD154	0	CD40LG/CD154	approved_symbol	HGNC:11935	
Frovocimab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Frunevetmab	NGFB	0	NGFB	nonhuman_target	HGNC:7808	
Fulranumab	NGFB	0	NGFB	unique_alias	HGNC:7808	
Futermestotug	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Futuximab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Gacovetug	F4+ ETEC (Veterinary Application)	0	F4+ ETEC (Veterinary Application)	nonhuman_target		
Galcanezumab	CALCA and CALCB	0	CALCA	approved_symbol	HGNC:1437	
Galcanezumab	CALCA and CALCB	0	CALCB	approved_symbol	HGNC:1438	
Galegenimab	HTRA1	0	HTRA1	approved_symbol	HGNC:9476	
Galiximab	B7/CD80/CD28LG	0	B7/CD80/CD28LG	approved_symbol	HGNC:1700	
Galvokimig1	IL17A and IL17F;ALB	0	IL17A	approved_symbol	HGNC:5981	
Galvokimig1	IL17A and IL17F;ALB	0	IL17F	approved_symbol	HGNC:16404	
Galvokimig1	IL17A and IL17F;ALB	1	ALB	approved_symbol	HGNC:399	
Galvokimig2	IL13	0	IL13	approved_symbol	HGNC:5973	
Gancotamab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Ganitumab	IGF1R/CD221	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Gantenerumab	APP	0	APP	approved_symbol	HGNC:620	
Garadacimab	F12	0	F12	approved_symbol	HGNC:3530	
Garetatug	CLDN18	0	CLDN18	approved_symbol	HGNC:2039	
Garetosmab	INHBA	0	INHBA	approved_symbol	HGNC:6066	
Garivulimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Gatipotuzumab	MUC1/PEM/EMA	0	MUC1/PEM/EMA	approved_symbol	HGNC:7508	
Gatralimab	CD52	0	CD52	approved_symbol	HGNC:1804	
Gedivumab	Influenza A HA	0	Influenza A HA	unresolved_or_nonprotein		
Gefurulimab	C5;ALB	0	C5	approved_symbol	HGNC:1331	
Gefurulimab	C5;ALB	1	ALB	approved_symbol	HGNC:399	
Gemtuzumab	SIGLEC3/CD33/p67	0	SIGLEC3/CD33/p67	approved_symbol	HGNC:1659	
Geptanolimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Gevokizumab	IL1B	0	IL1B	approved_symbol	HGNC:5992	
Giloralimab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Gilvetmab	PDCD1/CD279/PD1 (Canine)	0	PDCD1/CD279/PD1 (Canine)	nonhuman_target		
Gimistotug	TNFRSF4/CD134/OX40	0	TNFRSF4/CD134/OX40	approved_symbol	HGNC:11918	
Gimsilumab	CSF2	0	CSF2	approved_symbol	HGNC:2434	
Ginisortamab	GREM1	0	GREM1	approved_symbol	HGNC:2001	
Girentuximab	CA9	0	CA9	approved_symbol	HGNC:1383	
Givastomig	CLDN18;TNFRSF9/CD137/4-1BB	0	CLDN18	approved_symbol	HGNC:2039	
Givastomig	CLDN18;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Glembatumumab	GPNMB	0	GPNMB	approved_symbol	HGNC:4462	
Glenzocimab	GP6	0	GP6	approved_symbol	HGNC:14388	
Glofitamab	CD3E;MS4A1/CD20	0	CD3E	approved_symbol	HGNC:1674	
Glofitamab	CD3E;MS4A1/CD20	1	MS4A1/CD20	approved_symbol	HGNC:7315	
Gocatamig1	CD3E;ALB	0	CD3E	approved_symbol	HGNC:1674	
Gocatamig1	CD3E;ALB	1	ALB	approved_symbol	HGNC:399	
Gocatamig2	DLL3	0	DLL3	approved_symbol	HGNC:2909	
Golimumab	TNF/TNFA	0	TNF/TNFA	approved_symbol	HGNC:11892	
Golocdacimab	OLR1/LOX1	0	OLR1/LOX1	approved_symbol	HGNC:8133	
Gontivimab	Respiratory Syncytial Virus Glycoprotein F;Respiratory Syncytial Virus Glycoprotein F	0	Respiratory Syncytial Virus Glycoprotein F	unresolved_or_nonprotein		
Gontivimab	Respiratory Syncytial Virus Glycoprotein F;Respiratory Syncytial Virus Glycoprotein F	1	Respiratory Syncytial Virus Glycoprotein F	unresolved_or_nonprotein		
Gorivitug	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Gosuranemab	MAPT	0	MAPT	approved_symbol	HGNC:6893	
Gotistobart	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Gremubamab	PcrV type III secretion system;Polysaccharide synthesis locus (Pseudomonas)	0	PcrV type III secretion system	unresolved_or_nonprotein		
Gremubamab	PcrV type III secretion system;Polysaccharide synthesis locus (Pseudomonas)	1	Polysaccharide synthesis locus (Pseudomonas)	unresolved_or_nonprotein		
Gresonitamab	CLDN18;CD3E	0	CLDN18	approved_symbol	HGNC:2039	
Gresonitamab	CLDN18;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Greziprubart	C5	0	C5	approved_symbol	HGNC:1331	
Grisnilimab	CD7	0	CD7	approved_symbol	HGNC:1695	
Gruticibart	F11	0	F11	approved_symbol	HGNC:3529	
Gulgafafusp	GLP1R	0	GLP1R	approved_symbol	HGNC:4324	
Gumokimab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Guselkumab	IL23A	0	IL23A	approved_symbol	HGNC:15488	
Ianalumab	TNFRSF13C/CD268/BAFFR/BR3	0	TNFRSF13C/CD268/BAFFR/BR3	approved_symbol	HGNC:17755	
Ibalizumab	CD4	0	CD4	approved_symbol	HGNC:1678	
Ibramvibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Ibentatug	CSP1	0	CSP1	approved_symbol	HGNC:54777	
Ibritumomab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Icrucumab	FLT1	0	FLT1	approved_symbol	HGNC:3763	
Idactamab	SLC1A5	0	SLC1A5	approved_symbol	HGNC:10943	
Idarucizumab	Dabigatran	0	Dabigatran	unresolved_or_nonprotein		
Ieramilimab	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Ifabotuzumab	EPHA3	0	EPHA3	approved_symbol	HGNC:3387	
Ifinatamab	B7H3/CD276	0	B7H3/CD276	approved_symbol	HGNC:19137	
Iladatuzumab	AGM6/CD79B	0	AGM6/CD79B	approved_symbol	HGNC:1699	
Iluzanebart	TREM2	0	TREM2	approved_symbol	HGNC:17761	
Imalumab	MIF	0	MIF	approved_symbol	HGNC:7097	
Imaprelimab	MCAM/CD146/MUC18	0	MCAM/CD146/MUC18	approved_symbol	HGNC:6934	
Imeroprubart	FCGRT/FcRn	0	FCGRT/FcRn	approved_symbol	HGNC:3621	
Imgatuzumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Imneskibart	IL2RA/CD25	0	IL2RA/CD25	approved_symbol	HGNC:6008	
Imsidolimab	IL36R	0	IL36R	unresolved_or_nonprotein		
Imvotamab	CD3E;MS4A1/CD20	0	CD3E	approved_symbol	HGNC:1674	
Imvotamab	CD3E;MS4A1/CD20	1	MS4A1/CD20	approved_symbol	HGNC:7315	
Imzokitug	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Inclacumab	SELP/CD62	0	SELP/CD62	approved_symbol	HGNC:10721	
Indatuximab	SDC1/CD138	0	SDC1/CD138	approved_symbol	HGNC:10658	
Indematug	IFNG 	0	IFNG	approved_symbol	HGNC:5438	
Indenebart	SNCA/PARK1/PARK4	0	SNCA/PARK1/PARK4	approved_symbol	HGNC:11138	
Indusatumab	GUCY2C	0	GUCY2C	approved_symbol	HGNC:4688	
Inebilizumab	CD19	0	CD19	approved_symbol	HGNC:1633	
Inezetamab	CD40;MSLN	0	CD40	approved_symbol	HGNC:11919	
Inezetamab	CD40;MSLN	1	MSLN	approved_symbol	HGNC:7371	
Infliximab	TNF/TNFA	0	TNF/TNFA	approved_symbol	HGNC:11892	
Ingitamig	TNFRSF17/CD269/BCMA/TNFRSF13A;KLRK1/NKG2D/CD314	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Ingitamig	TNFRSF17/CD269/BCMA/TNFRSF13A;KLRK1/NKG2D/CD314	1	KLRK1/NKG2D/CD314	approved_symbol	HGNC:18788	
Inlecitug	KDR/CD309/VEGFR2	0	KDR/CD309/VEGFR2	approved_symbol	HGNC:6307	
Inotuzumab	SIGLEC2/CD22	0	SIGLEC2/CD22	approved_symbol	HGNC:1643	
Intetumumab	ITGAVB3/CD61/VNR	0	ITGAVB3/CD61/VNR	complex_target_not_direct_subunit		
Invikafusp	TRBV6&TRBV10	0	TRBV6	unresolved_or_nonprotein		
Invikafusp	TRBV6&TRBV10	0	TRBV10	unresolved_or_nonprotein		
Iparomlimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Ipilimumab	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Iratumumab	TNFRSF8/CD30	0	TNFRSF8/CD30	approved_symbol	HGNC:11923	
Isatuximab	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Iscalimab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Isecarosmab	ADAMTSL5;ALB	0	ADAMTSL5	approved_symbol	HGNC:27912	
Isecarosmab	ADAMTSL5;ALB	1	ALB	approved_symbol	HGNC:399	
Ispectamab	TNFRSF17/CD269/BCMA/TNFRSF13A	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Istiratumab	IGF1R/CD221;ERBB3/HER3	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Istiratumab	IGF1R/CD221;ERBB3/HER3	1	ERBB3/HER3	approved_symbol	HGNC:3431	
Isuventatug	MICA&MICB	0	MICA	approved_symbol	HGNC:7090	
Isuventatug	MICA&MICB	0	MICB	approved_symbol	HGNC:7091	
Itanistomig	PDL1/CD274;IAP/CD47	0	PDL1/CD274	approved_symbol	HGNC:17635	
Itanistomig	PDL1/CD274;IAP/CD47	1	IAP/CD47	approved_symbol	HGNC:1682	
Itepekimab	IL33	0	IL33	approved_symbol	HGNC:16028	
Itolizumab	CD6	0	CD6	approved_symbol	HGNC:1691	
Ivicentamab	CD37;CD37	0	CD37	approved_symbol	HGNC:1666	
Ivicentamab	CD37;CD37	1	CD37	approved_symbol	HGNC:1666	
Ivonescimab	VEGFA;PDCD1/CD279/PD1	0	VEGFA	approved_symbol	HGNC:12680	
Ivonescimab	VEGFA;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Ivuxolimab	TNFRSF4/CD134/OX40	0	TNFRSF4/CD134/OX40	approved_symbol	HGNC:11918	
Ixekizumab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Ixotatug	CLDN6	0	CLDN6	approved_symbol	HGNC:2048	
Izalontamab	EGFR/ERBB1/HER1;ERBB3/HER3	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Izalontamab	EGFR/ERBB1/HER1;ERBB3/HER3	1	ERBB3/HER3	approved_symbol	HGNC:3431	
Izastobart	C5AR1/CD88	0	C5AR1/CD88	approved_symbol	HGNC:1338	
Izeltabart	ADAM9	0	ADAM9	approved_symbol	HGNC:216	
Izenivetmab	NGFB (Canine)	0	NGFB (Canine)	nonhuman_target		
Izuralimab	ICOS/CD278;PDCD1/CD279/PD1	0	ICOS/CD278	approved_symbol	HGNC:5351	
Izuralimab	ICOS/CD278;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Labetuzumab	CEACAM5/CD66e	0	CEACAM5/CD66e	approved_symbol	HGNC:1817	
Lacnotuzumab	CSF1	0	CSF1	approved_symbol	HGNC:2432	
Lacutamab	KIR3DL2/CD158K	0	KIR3DL2/CD158K	approved_symbol	HGNC:6339	
Ladiratuzumab	SLC39A6/ZIP6	0	SLC39A6/ZIP6	approved_symbol	HGNC:18607	
Lampalizumab	CFD	0	CFD	approved_symbol	HGNC:2771	
