source	gene	pmid	pmc_id	doi	year	bucket	title
production	FAM180B	41098933	PMC12519442	10.7759/cureus.94537	2025	pmc	Differentially Expressed Genes in Head and Neck Squamous Cell Carcinoma: Exploratory Research Using 
production	FAM180B	39183890	PMC11341317	10.1016/j.heliyon.2024.e32341	2024	pmc	The prognostic and clinical value of genes associate with immunity and amino acid Metabolism in Lung
production	MTHFR	40564934	PMC12193665	10.3390/ijms26125471	2025	pmc	Homocysteinylation of Fibrinogen: A Post-Translational Link to Thrombosis
production	MTHFR	36592927	PMC9900621	10.1016/j.jbc.2022.102855	2023	pmc	5-Formyltetrahydrofolate promotes conformational remodeling in a methylenetetrahydrofolate reductase
production	MTHFR	27711229	PMC5053487	10.1371/journal.pone.0163058	2016	pmc	Cell-Free Phospholipid Biosynthesis by Gene-Encoded Enzymes Reconstituted in Liposomes
production	MTHFR	41096286	PMC12526564	10.3390/polym17192636	2025	pmc	Multifunctional Polymer-Modified P-CaO&lt;sub&gt;2&lt;/sub&gt;@Au@OVA@Cu@DHPs Nanoparticles Enhance 
production	MTHFR	41440189	PMC12732240	10.3390/curroncol32120661	2025	pmc	Mutation and Microsatellite Instability (MSI) Affect the Differential Gene Expression of Folic Acid 
production	MTHFR	41712288	PMC13078874	10.1172/jci196819	2026	pmc	Neuronal SEL1L-HRD1 ER-associated degradation is essential for motor function and survival in mice
production	MTHFR	40990430	PMC12697838	10.1002/advs.202507803	2025	pmc	Homocysteine Exacerbates Pulmonary Fibrosis via Orchestrating Syntaxin 17 Homocysteinylation of Alve
production	MTHFR	37354330	PMC10290629	10.1007/s12672-023-00716-0	2023	pmc	MTHFR act as a potential cancer biomarker in immune checkpoints blockades, heterogeneity, tumor micr
production	MTHFR	35008593	PMC8745156	10.3390/ijms23010167	2021	pmc	A Glance into MTHFR Deficiency at a Molecular Level
production	MTHFR	34307341	PMC8297955	10.3389/fcell.2021.638522	2021	pmc	Identification of Novel Variants in Cleft Palate-Associated Genes in Brazilian Patients With Non-syn
production	FLVCR1	41605928	PMC12957466	10.1038/s41467-026-68657-0	2026	pmc	Bridge helix of Cas12a is an allosteric regulator of R-loop formation and RuvC activation
production	FLVCR1	40978120	PMC12448441	10.1093/jbmrpl/ziaf135	2025	pmc	A novel dominant negative variant of &lt;i&gt;ALPL&lt;/i&gt; induces hypophosphatasia
production	FLVCR1	41097737	PMC12523610	10.3390/cancers17193210	2025	pmc	Spatial Transcriptomics Reveals Distinct Architectures but Shared Vulnerabilities in Primary and Met
production	FLVCR1	38855867	PMC11382883	10.1172/jci.insight.171467	2024	pmc	Endothelial cell sphingosine 1-phosphate receptor 1 restrains VE-cadherin cleavage and attenuates ex
production	FLVCR1	27507172	PMC4987512	10.1038/ncomms12353	2016	pmc	The severity of hereditary porphyria is modulated by the porphyrin exporter and Lan antigen ABCB6
production	FLVCR1	41942457	PMC13230525	10.1038/s41467-026-71409-9	2026	pmc	VPS26A retromer complex and SNX27 mediate stress-induced Golgi bypass of membrane proteins
production	FLVCR1	42011449	PMC13092301	10.7759/cureus.105563	2026	pmc	Timing of DOAC Initiation After Atrial Fibrillation-Related Acute Ischemic Stroke: A Unified Protoco
production	FLVCR1	41372991	PMC12696942	10.1186/s40364-025-00813-y	2025	pmc	Targeting the unfolded protein response for cancer therapy: mitigating tumor adaptation and immune s
production	FLVCR1	41691085	PMC13018290	10.1038/s42003-026-09691-y	2026	pmc	Mitochondrial energetic failure underlies FLVCR1-related sensory neuropathy
production	FLVCR1	42124012	PMC13165170	10.3390/nu18091413	2026	pmc	Beyond Antioxidants: The Microbial Metabolic Landscape of Anthocyanins and Their Downstream Health I
production	EREG	24335920	PMC3915121	10.1038/bjc.2013.753	2014	pmc	Epiregulin gene expression as a biomarker of benefit from cetuximab in the treatment of advanced col
production	EREG	41616064	PMC12857728	10.1126/sciadv.aeb5769	2026	pmc	Cryo-EM structure of human AQP11 reveals a trimeric architecture with a large pore
production	EREG	39243109	PMC11378576	10.1186/s13046-024-03174-w	2024	pmc	Membrane RRM2-positive cells represent a malignant population with cancer stem cell features in intr
production	EREG	39942912	PMC11820401	10.3390/plants14030350	2025	pmc	Multiprotein Complexes of Plant Glycosyltransferases Involved in Their Function and Trafficking
production	EREG	40512800	PMC12184519	10.1073/pnas.2500732122	2025	pmc	Structural insights into the activation and inhibition of the ADAM17-iRhom2 complex
production	EREG	40768357	PMC12358923	10.1073/pnas.2503115122	2025	pmc	Time-resolved photocatalytic proximity labeling uncovers ER proteome dynamics underlying UPR-to-apop
production	EREG	41658561	PMC12880915	10.1038/s44387-026-00074-6	2026	pmc	AI driven 3D subcellular RPE map discovers cell state transitions in establishment of apical-basal p
production	EREG	40020667	PMC11972160	10.1016/j.cell.2025.01.040	2025	pmc	RNA-binding proteins and glycoRNAs form domains on the cell surface for cell-penetrating peptide ent
production	EREG	41917039	PMC13201748	10.1038/s41540-026-00693-4	2026	pmc	A proteome optimal allocation model for elucidating effects of temperature on bacterial growth
production	EREG	41053022	PMC12500905	10.1038/s41419-025-08032-x	2025	pmc	Human immunodeficiency virus 1 glycoprotein 120 induces endoplasmic reticulum stress in neurons
production	AQP1	41326763	PMC12775197	10.1007/s00018-025-05952-x	2025	pmc	A comparative review of single-cell atlases: mapping cellular diversity across species and tissues
production	AQP1	41650821	PMC12907011	10.1016/j.redox.2026.104070	2026	pmc	LDB1 represses fetal hemoglobin expression by enhancing BCL11A transcription
production	AQP1	41921000	PMC13041759	10.1126/sciadv.aec1721	2026	pmc	Stomatin encapsulates aquaporin-1 and urea transporter-B in the erythrocyte membrane
production	AQP1	42104400	PMC13156883	10.1186/s12929-026-01254-x	2026	pmc	NUPR1 as a central stress-adaptation node in cancer: integrating metabolic rewiring, cell death, and
production	AQP1	34948308	PMC8705411	10.3390/ijms222413505	2021	pmc	Ezrin Regulates Ca<sup>2+</sup> Ionophore-Induced Plasma Membrane Translocation of Aquaporin-5
production	AQP1	41532152	PMC12824507	10.23876/j.krcp.25.076	2026	pmc	Urinary extracellular vesicle proteins for biomarker discovery in chronic kidney disease
production	AQP1	41359976	PMC12781101	10.1021/jacs.5c15573	2025	pmc	N-Sulfated Heparan Sulfate Promotes Reelin Signaling as a Co-receptor
production	AQP1	42244996	PMC13231839	10.7150/thno.130030	2026	pmc	Human Multi-Organ-on-a-Chip Platforms for Next-Generation Drug Delivery Strategies
production	AQP1	41667845	PMC12894910	10.1038/s41598-026-38766-3	2026	pmc	Proteomic profiling of equine airway mucus reveals compositional changes in asthmatic phenotypes
production	AQP1	38818569	PMC11140233	10.1111/jcmm.18453	2024	pmc	Enhancing maturity in 3D kidney micro-tissues through clonogenic cell combinations and endothelial i
production	TRAF2	41630179	PMC12865135	10.1002/eji.70133	2026	pmc	Proteomic Analysis of Regulated Dendritic Cell Endosomes Reveals Dynamic Adaptation to Antigen Uptak
production	TRAF2	41743132	PMC12929506	10.3389/fmicb.2026.1748470	2026	pmc	Rewriting the viral script: post-translational modifications orchestrating SARS-CoV-2 pathogenesis a
production	TRAF2	41587214	PMC12872027	10.1371/journal.ppat.1013898	2026	pmc	Epstein-barr virus latent membrane protein 1 targets cIAP1, cIAP2 and TRAF2 for proteasomal degradat
production	TRAF2	40806198	PMC12346771	10.3390/ijms26157050	2025	pmc	Beyond the Walls of Troy: A Scoping Review on Pharmacological Strategies to Enhance Drug Delivery Ac
production	TRAF2	41050669	PMC12488661	10.3389/fimmu.2025.1655354	2025	pmc	Immunopathology in PMM2-CDG: Defective glycosylation impact in the TNFα -TNFR1 signalling pathway
production	TRAF2	42088424	PMC13137959	10.7150/ijbs.130460	2026	pmc	Ubiquitin-Modifying Enzymes as Cell-Fate Regulators in Intestinal Inflammation
production	TRAF2	37662920	PMC10469783	10.3389/fimmu.2023.1225704	2023	pmc	The benefits of clustering in TNF receptor superfamily signaling
production	TRAF2	41635688	PMC12862087	10.3389/fpls.2025.1768424	2025	no_oa	Editorial: Plant immune responses, evolutionary dynamics, control and transmission of plant ssDNA vi
production	TRAF2	41500478		10.1016/j.bcp.2026.117678	2026	no_oa	Liquiritigenin suppresses osteoclastogenesis via multi-target mechanisms involving NF-κB/PI3K-AKT si
production	TRAF2	42052841	PMC13222724	10.31083/fbl50950	2026	pmc	Ferroptosis in Breast Cancer: Molecular Insights and Therapeutic Strategies
production	FGFR1	16807070		10.1016/j.oraloncology.2006.01.005	2007	no_oa	Recurrent FGFR1 amplification and high FGFR1 protein expression in oral squamous cell carcinoma (OSC
production	FGFR1	41833639		10.1016/j.kint.2026.02.021	2026	no_oa	Anti-PLA2R1 IgG-mediated podocyte PLA2R1 cleavage drives glomerular subepithelial immune complex dep
production	FGFR1	41594555	PMC12839341	10.3390/biom16010013	2025	pmc	Parental Histone Recycling During Chromatin Replication
production	FGFR1	41708633	PMC13031922	10.1038/s41467-026-69329-9	2026	pmc	Conformational biosensors delineate endosomal G protein regulation by GPCRs
production	FGFR1	42064974	PMC13125993	10.1016/j.xjidi.2026.100468	2026	pmc	The human Flower isoform hFWE4 facilitates cornification in cutaneous squamous cell carcinoma
production	FGFR1	41303727	PMC12654675	10.3390/medicina61111890	2025	pmc	The Role of FGFR2 as a Novel Biomarker for Treatment of Gastric Cancer-A Literature Review
production	FGFR1	34068954	PMC8156822	10.3390/cells10051201	2021	pmc	Fibroblast Growth Factor Receptors (FGFRs) and Noncanonical Partners in Cancer Signaling
production	FGFR1	41300843	PMC12652984	10.3390/genes16111392	2025	pmc	Reprogramming Fibrosis: How Protein PTMs Reshape the IPF Proteome
production	FGFR1	41637548	PMC13045434	10.1002/advs.202516180	2026	pmc	Natural Negative Feedback Loops Confer Indica-Japonica Differentiation for Grain Size Homeostasis in
production	FGFR1	41606614	PMC12924461	10.1186/s12964-026-02683-9	2026	pmc	Phosphorylation of NLRP6 at Serine 27 site is critical for NLRP6 inflammasome activation and neurolo
production	TTLL10	38064432	PMC10707541	10.1371/journal.pone.0295279	2023	pmc	The tubulin database: Linking mutations, modifications, ligands and local interactions
production	TTLL10	18029348		10.1074/mcp.m700325-mcp200	2008	no_oa	Toward a confocal subcellular atlas of the human proteome
production	TTLL10	38612653	PMC11011340	10.3390/ijms25073843	2024	pmc	A Stem-like Patient-Derived Ovarian Cancer Model of Platinum Resistance Reveals Dissociation of Stem
production	TTLL10	18331838	PMC2408875	10.1016/j.febslet.2008.02.079	2008	no_oa	TTLL10 is a protein polyglycylase that can modify nucleosome assembly protein 1
production	TTLL10	41941273	PMC13052805	10.1083/jcb.202508020	2026	pmc	Insights into retinal disease and non-tubulin glutamylation from a RPGR-TTLL5 complex structure
production	TTLL10	36543131	PMC11295111	10.1016/j.celrep.2022.111838	2022	pmc	A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC
production	TTLL10	40589526	PMC12206772	10.3389/fcell.2025.1575571	2025	pmc	Engine breakdown of lysosomes and related organelles and the resulting physiology
production	TTLL10	41167311	PMC12704290	10.1016/j.jbc.2025.110869	2025	pmc	Mechanisms underlying centriole stability
production	TTLL10	40871563	PMC12388004	10.3390/molecules30163410	2025	pmc	Effects of Asprosin and Role of TLR4 as a Biomarker in Endometrial Cancer
production	TTLL10	40926193	PMC12418683	10.1186/s12860-025-00551-x	2025	pmc	Rescue of ciliogenesis and hyperglutamylation mutant phenotype in AGBL5&lt;sup&gt;-/-&lt;/sup&gt; ce
production	ADGRL3	41221117	PMC12598623	10.1039/d5sc05683g	2025	pmc	Chemical probes for enzyme imaging: challenges in design, synthesis and biomedical applications
production	ADGRL3	30406846		10.1007/s00787-018-1251-8	2019	no_oa	LPHN3 gene variations and susceptibility to ADHD in Chinese Han population: a two-stage case-control
production	ADGRL3	21606926	PMC3382263	10.1038/mp.2011.59	2012	pmc	A cooperative interaction between LPHN3 and 11q doubles the risk for ADHD
production	ADGRL3	41296714	PMC12684940	10.1073/pnas.2409184122	2025	pmc	The far extracellular CUB domain of the adhesion GPCR ADGRG6/GPR126 is a key regulator of receptor s
production	ADGRL3	39627215	PMC11615224	10.1038/s41467-024-54836-4	2024	pmc	Conformational coupling between extracellular and transmembrane domains modulates holo-adhesion GPCR
production	ADGRL3	40401902	PMC12188715	10.1128/msphere.00021-25	2025	pmc	Comparative pathogenicity of three A(H5N1) clade 2.3.4.4b HPAI viruses in blue-winged teal and trans
production	ADGRL3	41759526	PMC12985382	10.1016/j.stemcr.2026.102826	2026	pmc	Reconstitution of the cellular niche requirements for primordial germ cell-like cell progression in 
production	ADGRL3	35013530		10.1038/s41374-021-00721-3	2022	no_oa	Driver mutations in ADGRL3 are involved in the evolution of ependymoma
production	ADGRL3	41090720	PMC12524101	10.3390/cells14191490	2025	pmc	A Change of Hallmark: An Update
production	ADGRL3	38427724	PMC10906930	10.1126/sciadv.adj4698	2024	pmc	The FLRT3-UNC5B checkpoint pathway inhibits T cell-based cancer immunotherapies
production	GOLM2	38534656	PMC10967622	10.3390/antibiotics13030221	2024	pmc	Antisense and Functional Nucleic Acids in Rational Drug Development
production	GOLM2	34508778	PMC8479480	10.1016/j.jbc.2021.101177	2021	pmc	Asialoglycoprotein receptor 1 is a novel PCSK9-independent ligand of liver LDLR cleaved by furin
production	GOLM2	41490255	PMC12768370	10.1371/journal.pone.0338487	2026	pmc	One health approach to Balantioides coli: Molecular and metabarcoding evidence of zoonotic transmiss
production	GOLM2	37231833	PMC10804616	10.1159/000530674	2023	pmc	Late-Breaking Abstracts for ECO2023
production	GOLM2	42193083	PMC13204672	10.3390/cimb48050478	2026	pmc	A Potent Single-Domain Antibody Targeting LAG-3 for Efficient Tumor Immunotherapy
production	GOLM2	41138039	PMC12553614	10.1007/s10238-025-01863-0	2025	pmc	LINC00885 promotes lung squamous cell carcinoma by upregulating SLBP expression to activate PI3K/Akt
production	GOLM2	12764679		10.1007/s10006-003-0460-5	2003	no_oa	[Evaluation of her-2/neu amplification/overexpression in OSCC with fluorescence in situ hybridizatio
